Query,Subject,Identity,E-value
Query_64019,emb|CAB4170702.1| major capsid protein [uncultured Caudovirales phage] >emb|CAB4176212.1| major capsid protein [uncultured Caudovirales phage] >emb|CAB4181620.1| major capsid protein [uncultured Caudovirales phage] >emb|CAB4189779.1| major capsid protein [uncultured Caudovirales phage] >emb|CAB4210355.1| major capsid protein [uncultured Caudovirales phage],266,5.62187e-174
Query_64019,gb|WDS61245.1| precursor of major head subunit [Synechococcus phage S-BM3],254,6.14826e-174
Query_64019,gb|WLW37596.1| major capsid protein [Synechococcus phage S-8S53],258,6.85065e-174
Query_64019,emb|CAB4182182.1| major capsid protein [uncultured Caudovirales phage],269,7.16558e-174
Query_64019,ref|YP_214367.1| precursor of major head subunit [Prochlorococcus phage P-SSM2] >gb|AAX44513.1| precursor of major head subunit [Prochlorococcus phage P-SSM2],262,9.74768e-174
Query_64019,ref|YP_004322275.1| major head protein [Synechococcus phage S-SM2] >gb|ADO97461.1| precursor of major head subunit [Synechococcus phage S-SM2],262,2.0811e-173
Query_64019,gb|WLW38015.1| major capsid protein [Synechococcus phage S-8S56],257,2.15558e-173
Query_64019,gb|MDP7368001.1| ATP-binding protein [Candidatus Paceibacterota bacterium],258,3.34796e-173
Query_64019,gb|ACY76014.1| major capsid [Prochlorococcus phage P-SSM2] >gb|AGN12453.1| major capsid protein [Prochlorococcus phage P-SSM5],261,3.37039e-173
Query_64019,gb|MDA8915495.1| ATP-binding protein [bacterium] >gb|MDB2561956.1| hypothetical protein [Amylibacter sp.],262,5.5051e-173
